user_name,tweet_body,date,favorite_count,retweet_count,retweeted,source
LincolnChafee,Thank you Democrats especially in New Hampshire and Iowa!  I enjoyed meeting you!  I learned a lot!,Fri Oct 23 14:01:59 +0000 2015,262,85,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,I look forward to speaking at DNC Women's Forum tomorrow morning.  I'll address my future in the campaign there. #chafee2016,Fri Oct 23 00:04:02 +0000 2015,120,157,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Especially in Kashmir, unrest calls for reconciliation, not
inflammation. Will @narendramodi stand up for Muslims?
https://t.co/uMXnQKBN4Y",Thu Oct 22 19:01:16 +0000 2015,25,14,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Anti-refugee hate, rightwing reactionaries have festooned into
intolerable racial violence that threatens democracy.
https://t.co/DC0nQ4jLSe",Thu Oct 22 16:01:14 +0000 2015,16,9,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Peace treaty w/ N. Korea tricky proposal. Good in many ways,
difficult in others. But the first step is believing.
https://t.co/7ebRcvn4or",Thu Oct 22 13:01:07 +0000 2015,17,6,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Tragic violence in Israel &amp Palestine stems directly from
frustration with the perpetuity of conflict. Ppl act in desperation
for change.",Wed Oct 21 19:01:27 +0000 2015,35,13,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Xi Jinping might have advice for @MBuhari as he bravely combats
systemic corruption in Nigeria, an integral fight.
https://t.co/usCpOA9T5H",Wed Oct 21 16:00:36 +0000 2015,8,4,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"A culture of fear produces dead innocents everywhere, from
Baltimore to Beersheba. #BlackLivesMatter
https://t.co/v9vwZNOl7S #GetGrounded",Wed Oct 21 13:00:38 +0000 2015,26,13,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Sweden &amp Finland joining NATO may not be the best thing for world
security. A threatened Russia will act accordingly
https://t.co/aNOrTOlHl6",Tue Oct 20 20:00:24 +0000 2015,18,8,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"The UNSC will discuss the rising unrest in Israel/Palestine, but
will there be courage to address the real issues?
https://t.co/ERCQ9tJIDt",Tue Oct 20 19:01:12 +0000 2015,11,4,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"US drone policy: 90% ppl killed were unintended targets. What
better way to help our enemies recruit? @the_intercept
https://t.co/AiX2J1vZ4n",Tue Oct 20 16:00:16 +0000 2015,42,21,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Drone strikes 10x more likely to kill civilians than manned
aircraft. when you have no skin in the game.
https://t.co/mH1TuPUpkR #chafee2016",Tue Oct 20 13:01:05 +0000 2015,23,11,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"EU countries can't agree on #refugee distribution so offer $3B to
Turkey. Turkey needs the help, and I'm for whatever works at this
point.",Mon Oct 19 23:00:32 +0000 2015,21,8,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Smh @MLP_officiel shameful fear mongering hurts the nation, in
France and everywhere. FYI praying Muslims ≠ Nazis
https://t.co/jBrLHsMeBD",Mon Oct 19 19:01:17 +0000 2015,25,10,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"In Kunduz airstrike, we knew the target was a hospital. How can we
hold others accountable when we don't ourselves?
http://t.co/wOA4WfMhsy",Mon Oct 19 13:00:16 +0000 2015,30,13,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Looking forward to the Mt Chocorua Area Dems Friendraiser today at the World Fellowship Center in Albany, NH #nhpolitics #Chafee2016",Sun Oct 18 18:30:19 +0000 2015,23,4,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,Getting ready to talk with Wolf Blitzer on @CNN! http://t.co/QFM8L8AGp3,Wed Oct 14 17:20:43 +0000 2015,87,23,False,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>"
LincolnChafee,"To learn more about #ProsperitythroughPeace and to volunteer or donate to my campaign, please visit http://t.co/bq3HUGxUdP",Wed Oct 14 03:00:04 +0000 2015,84,35,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"I raised the minimum wage three times as Governor. When it's
needed it's needed. #DemDebate #Chafee2016 #ProsperitythroughPeace",Wed Oct 14 02:45:16 +0000 2015,184,45,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"No lines in the sand. In trying to assert strength we expose
weakness. #DemDebate #ProsperitythroughPeace  #Chafee2016",Wed Oct 14 02:30:09 +0000 2015,61,16,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Look at the @GOP primary farce, it's of utmost importance we
elect a Democrat to the White House. #DemDebate #Chafee2016",Wed Oct 14 02:15:16 +0000 2015,83,22,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,".#ProsperitythroughPeace is really only way. Our eagle clutches both
arrows and an olive branch. Let's give the latter a try. #DemDebate",Wed Oct 14 02:00:48 +0000 2015,78,28,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,Politicians shouldn't promise what they can't deliver. #DemDebate #Chafee2016.com #ProsperitythroughPeace,Wed Oct 14 01:45:02 +0000 2015,59,21,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Unemployment? Not on my watch. As Governor RI saw the biggest drop
in unemployment, second only to Nevada #DemDebate #Chafee2016",Wed Oct 14 01:30:19 +0000 2015,66,26,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"I'm the only candidate standing with @POTUS on #TPP. Trade will
happen, let's write the rules well and improve our world.#DemDebate",Wed Oct 14 01:15:07 +0000 2015,48,21,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Only candidate to be a Mayor, U.S. Senator, and Governor. The most
experience, the highest ethical standards #DemDebate #Chafee2016",Wed Oct 14 00:59:01 +0000 2015,80,36,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,Looking forward to discussing the issues during the #CNNDebate tonight at 8:30 pm eastern time.  #ProsperitythroughPeace #chafee 2016,Tue Oct 13 20:00:33 +0000 2015,94,50,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,RT @TreTre0: Everyone enjoys a good underdog story. Let's see what @MartinOMalley @LincolnChafee @JimWebbUSA bring to the #DemocraticDebate…,Tue Oct 13 15:41:38 +0000 2015,0,52,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
LincolnChafee,RT @devintstewart: Policy integrity on TPP from @LincolnChafee  https://t.co/k7W23BZEDI,Tue Oct 13 15:41:20 +0000 2015,0,3,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
LincolnChafee,"Repubs too quickly condemn mental illness as the problem, what
about teaching our boys that violence is the answer?
http://t.co/fhuNiZT2Mu",Tue Oct 13 14:00:31 +0000 2015,41,13,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Yes! International leaders band together in Peru to address
corporate tax evasion. Exactly as it should be done
http://t.co/BXAfPT08bx",Mon Oct 12 19:00:03 +0000 2015,15,5,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Asking your people to die in another Intifada will not lead to
liberation Mr. Haniyeh. Try championing peace #Hunda
http://t.co/LZTJCESRe4",Mon Oct 12 13:00:48 +0000 2015,10,4,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Israel/Palestine: attacks by youth with no ties to armed groups
indicates not indoctrination, but deeper problem.
http://t.co/waEdJHEmC8",Sun Oct 11 19:00:43 +0000 2015,8,6,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Calling for peace and good will is necessary, but @narendramodi might also
want to condemn violence against Muslims
http://t.co/VdzG2MMX3N",Sun Oct 11 16:00:48 +0000 2015,8,1,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,We cannot be numb to drone strikes. They spread terror. I will end them. #GetGrounded #ProsperitythroughPeace http://t.co/Ko9DiGiYMy,Sun Oct 11 13:00:44 +0000 2015,40,29,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Dangerous saber-rattling continues. Why do people think deepening
sectarian divides will ever solve anything?
http://t.co/n0K6DwPTwq",Sat Oct 10 16:00:11 +0000 2015,10,5,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Climate change is a NATIONAL SECURITY ISSUE. You'd think Repubs
would be all over it. @GOP
http://t.co/wXN8DNyxjk #GetGrounded #chafee2016",Sat Oct 10 13:00:55 +0000 2015,16,11,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,".#TPP isn't about containing China, it's about American leadership,
international order &amp our allies. @solis_msolis
http://t.co/cZeAO6dl5i",Fri Oct 09 23:00:08 +0000 2015,6,6,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,".@netanyahu's ban is good move to prevent escalation. As things
heat up, we need to cool down #hudna
http://t.co/dceWvnR1oj #chafee2016",Fri Oct 09 16:00:13 +0000 2015,0,1,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,Congrats @GovMaryFallin on suspending executions in OK.  US should join the many nations to ban capital punishment. http://t.co/m09qY4eLHP,Fri Oct 09 13:01:23 +0000 2015,15,24,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"Mental health is public health, everywhere. Gaza is no exception.
Look out for the kids. Trauma leads to terror
http://t.co/YUJwUFvd3q",Wed Oct 07 23:00:00 +0000 2015,19,10,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,"A lot of shouting is going on about the TPP trade deal. Let's
actually read the document and measure its merits before demonizing it.",Wed Oct 07 20:30:26 +0000 2015,12,10,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
LincolnChafee,What have we taught Saudis with our drone war? Wedding parties &amp civilians are NOT targets http://t.co/2YEkV4NNjZ #ProsperitythroughPeace,Wed Oct 07 18:01:07 +0000 2015,11,7,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
